spotify_id,name,uri,artist,acousticness,danceability,energy,instrumentalness,tempo,valence
0eyE0L7FbNrXaByFzMXT1C,And Then You,spotify:track:0eyE0L7FbNrXaByFzMXT1C,Greg Laswell,0.817,0.63,0.342,0.00432,77.515,0.552
07CUaE9XAgDQ0B2T4XGrnN,Can't Go Back Now,spotify:track:07CUaE9XAgDQ0B2T4XGrnN,The Weepies,0.497,0.691,0.552,0.000589,119.931,0.685
4vAqUQqApFOgI4m9SBDr94,Reason Why,spotify:track:4vAqUQqApFOgI4m9SBDr94,Rachael Yamagata,0.874,0.55,0.303,4.75e-05,121.262,0.2
4IKBiI4qqSQKU7kYKFa8XG,"Eve, The Apple Of My Eye",spotify:track:4IKBiI4qqSQKU7kYKFa8XG,Bell X1,0.557,0.464,0.397,0.0267,72.204,0.101
2ZaYFNn1YQuLSVdHhanr4Q,Only You,spotify:track:2ZaYFNn1YQuLSVdHhanr4Q,Joshua Radin,0.362,0.545,0.255,1.77e-05,98.088,0.831
0ataoVjOR9w2WHA8FAWFSQ,Paint the Silence,spotify:track:0ataoVjOR9w2WHA8FAWFSQ,South,0.00154,0.548,0.723,0.635,115.015,0.396
2NxR8uqQ4AMV8lk09xfqFV,Dice,spotify:track:2NxR8uqQ4AMV8lk09xfqFV,Finley Quaye,0.0246,0.622,0.445,0.00677,111.125,0.197
1YjMWOorkBaP4MdKkKtp4y,Gotta Have You,spotify:track:1YjMWOorkBaP4MdKkKtp4y,The Weepies,0.872,0.678,0.363,0.000101,75.004,0.543
5QdS1gpcwIcGzLMcePAg7s,Closer,spotify:track:5QdS1gpcwIcGzLMcePAg7s,Joshua Radin,0.376,0.546,0.372,0.0493,135.083,0.594
6NSlOEEtWlqvEFrjQsry77,World Spins Madly On,spotify:track:6NSlOEEtWlqvEFrjQsry77,The Weepies,0.617,0.502,0.311,4.32e-05,107.612,0.4
6PQxEIDI2s2sKwf8VMYqZS,Honey And The Moon,spotify:track:6PQxEIDI2s2sKwf8VMYqZS,Joseph Arthur,0.551,0.584,0.471,0.139,104.99,0.31
6aU6a9tdn2vHhnPGlboFZX,Good Vibrations,spotify:track:6aU6a9tdn2vHhnPGlboFZX,The Beach Boys,0.0495,0.414,0.528,0.00026,74.627,0.335
5zA8vzDGqPl2AzZkEYQGKh,Uptown Girl,spotify:track:5zA8vzDGqPl2AzZkEYQGKh,Billy Joel,0.0755,0.701,0.944,0,128.993,0.792
6VojZJpMyuKClbwyilWlQj,Wouldn't It Be Nice,spotify:track:6VojZJpMyuKClbwyilWlQj,The Beach Boys,0.724,0.385,0.657,0,124.895,0.672
3PV8uIQnxD4Qiimn3x6PVr,La Vie En Rose,spotify:track:3PV8uIQnxD4Qiimn3x6PVr,Emily Watts,0.957,0.419,0.0842,0,88.278,0.246
0zaAUrSvMYrBGcLcmWKcxy,Beyond the Sea,spotify:track:0zaAUrSvMYrBGcLcmWKcxy,Robbie Williams,0.697,0.48,0.306,0,131.376,0.284
7Lf7oSEVdzZqTA0kEDSlS5,Cry Me a River,spotify:track:7Lf7oSEVdzZqTA0kEDSlS5,Justin Timberlake,0.577,0.624,0.654,0,73.898,0.564
25Yzff59UGjz7wNWmjM39h,Moondance,spotify:track:25Yzff59UGjz7wNWmjM39h,Michael Bublé,0.627,0.583,0.614,0,140.736,0.482
1wfzOH54LylpiG8hAOjKcS,Big Yellow Taxi,spotify:track:1wfzOH54LylpiG8hAOjKcS,Joni Mitchell,0.585,0.611,0.47,0,85.527,0.97
6QhXQOpyYvbpdbyjgAqKdY,Cecilia,spotify:track:6QhXQOpyYvbpdbyjgAqKdY,Simon & Garfunkel,0.357,0.755,0.876,5.17e-06,102.762,0.954
0qxYx4F3vm1AOnfux6dDxP,You Can Call Me Al,spotify:track:0qxYx4F3vm1AOnfux6dDxP,Paul Simon,0.182,0.776,0.763,0.00647,128.433,0.82
2yOXKIU9YtBSWjI3OA8tqj,Little Bitty Pretty One,spotify:track:2yOXKIU9YtBSWjI3OA8tqj,Thurston Harris,0.777,0.703,0.883,2.02e-06,88.351,0.887
25Syi9wnfn6ZGAmiOBypPq,Motion Sickness,spotify:track:25Syi9wnfn6ZGAmiOBypPq,Phoebe Bridgers,0.774,0.651,0.546,0.0437,107.021,0.623
3ieUtb4ecQgEYxae8dzEUi,Shrike,spotify:track:3ieUtb4ecQgEYxae8dzEUi,Hozier,0.494,0.506,0.275,0.00377,153.769,0.0639
1CQI0C8YWCrzWmEhfJrWB3,Binaural Gamma Sinus 300 Hz - 350 Hz,spotify:track:1CQI0C8YWCrzWmEhfJrWB3,Lufhavn,0.996,0.185,0.0143,8.79e-06,66.34,0.0247
04PRD2qaoBxM6mGN0ItIef,Binaural Alpha Sinus 98Hz - 106Hz,spotify:track:04PRD2qaoBxM6mGN0ItIef,Demeter's Pillow,0.92,0.238,0.042,0.909,80.597,0.0761
2Bp0ZhtzZz4hz8DrF8L5Xo,Deep Focus Alpha Sinus 92Hz - 99Hz,spotify:track:2Bp0ZhtzZz4hz8DrF8L5Xo,Mission Venus,0.863,0.144,0.034,0.574,139.846,0.0362
4EHcpkor6cmqOWZEWdrgsj,Alpha (L-78.3Hz R-86.5Hz),spotify:track:4EHcpkor6cmqOWZEWdrgsj,NREM,0.799,0.224,0.17,0.97,122.543,0.791
749a2IxiF2QIwgSrmbBZ3M,Alpha Night (106Hz - 114Hz),spotify:track:749a2IxiF2QIwgSrmbBZ3M,Binaural Explorer,0.857,0.166,0.0338,0.745,128.987,0.353
4vjvx7Zxkb4AltGcZ0BBvI,Kyoto,spotify:track:4vjvx7Zxkb4AltGcZ0BBvI,Phoebe Bridgers,0.0467,0.6,0.749,0.295,131.024,0.485
5jybuYzW5AGQWMJNUh0URP,Binaural Alpha Sinus 100 Hz - 108 Hz,spotify:track:5jybuYzW5AGQWMJNUh0URP,Goodness Gr8ness,0.724,0.0825,0.0284,0.41,77.14,0.537
3rEwGRmPVVudVjqdgv0tRR,If It Means A Lot To You,spotify:track:3rEwGRmPVVudVjqdgv0tRR,A Day To Remember,0.112,0.584,0.536,0,127.001,0.441
6sdB0fMk2Kcu1mgJ5gQ47Z,Namaste - Alpha Sinus 102Hz - 109Hz,spotify:track:6sdB0fMk2Kcu1mgJ5gQ47Z,0neplus0ne,0.846,0.224,0.0715,0.899,139.478,0.0333
7trNE6uKjEiJpti0g4KRjz,Focus with Alpha Sinus 106Hz - 114Hz,spotify:track:7trNE6uKjEiJpti0g4KRjz,Mission Venus,0.967,0.167,0.0438,0.641,129.676,0.0356
6cfuBECGdDOtVCsYNU0tdy,Alpha Dreams,spotify:track:6cfuBECGdDOtVCsYNU0tdy,Binaural State,0.875,0.153,0.0317,0.884,75.59,0.0345
7hZ4eFcmRflUR91crFQrxK,Binaural Alpha Sinus 120Hz - 127Hz,spotify:track:7hZ4eFcmRflUR91crFQrxK,0neplus0ne,0.728,0.337,0.039,0.785,140.141,0.0294
01TnSX1dD8ycyW2WKlt3PU,Binaural Alpha Sinus 160 Hz - 164 Hz,spotify:track:01TnSX1dD8ycyW2WKlt3PU,Goodness Gr8ness,0.792,0.162,0.00716,0.823,130.161,0.0323
1xPhw3ANIfXgmjhP94yyNY,Alpha Texture,spotify:track:1xPhw3ANIfXgmjhP94yyNY,DreamDeeper,0.563,0.195,0.0488,0.804,66.148,0.0333
7JwG4QGEMVEJT1yyqLYlmv,emerging roots - Alpha Sinus 81Hz - 89Hz,spotify:track:7JwG4QGEMVEJT1yyqLYlmv,The Binaural Mind,0.827,0.144,0.0122,0.907,138.674,0.0287
2qWuegI1pmesQPRvzgnokk,Rose Petals,spotify:track:2qWuegI1pmesQPRvzgnokk,S. Carey,0.888,0.561,0.28,0.00324,127.965,0.166
6yDMWJ9KFUtFkQndXVVJry,Fantasia - Alpha Sinus 95Hz - 103Hz,spotify:track:6yDMWJ9KFUtFkQndXVVJry,Binaural Movements,0.893,0.19,0.0778,0.516,70.109,0.0306
5Qqh5UznekrJf6mL1V9Rek,Binaural Alpha Sinus 120 Hz - 128 Hz,spotify:track:5Qqh5UznekrJf6mL1V9Rek,Mind Mining,0.722,0.143,0.0314,0.387,140.917,0.138
27FiGK9QF0vCkJeXNhQZUr,Alpha Waves 150 Hz - 158 Hz,spotify:track:27FiGK9QF0vCkJeXNhQZUr,Doctor Hz,0.865,0.155,0.00783,0.836,135.233,0.0315
234uGGkGtekF90Wt7YHqd3,12 Hz Alpha Waves - Study Brain Waves,spotify:track:234uGGkGtekF90Wt7YHqd3,Spiritual Frequencies,0.882,0.196,0.0892,0.987,72.52,0.0301
1R2FDZO0waMqGNbVWAvLcr,Nordic Sunrise (Alpha Drone 8Hz),spotify:track:1R2FDZO0waMqGNbVWAvLcr,Bruce Brus,0.873,0.141,0.0267,0.599,142.424,0.0401
2UhpilHNO7eleMYswgCNUP,Binaural Alpha Sinus 300 Hz - L 308 Hz - R,spotify:track:2UhpilHNO7eleMYswgCNUP,Electonic Arts,0.995,0.189,0.0837,0.863,74.216,0.0359
3QjHNYEzGUDfMOHqjnPJJA,Binaural Vibe Alpha Sinus 64-74 Hz,spotify:track:3QjHNYEzGUDfMOHqjnPJJA,Restful SInus,0.921,0.138,0.0135,0.681,140.963,0.0769
26DCohYR7X4PJGRQoEVn6c,Hillsmiota (Binaural Alpha 73.6 Hz - 81 Hz),spotify:track:26DCohYR7X4PJGRQoEVn6c,Milo Graves,0.88,0.329,0.0483,0.803,134.655,0.1
1hQFF33xi8ruavZNyovtUN,"December, 1963 (Oh What a Night!)",spotify:track:1hQFF33xi8ruavZNyovtUN,Frankie Valli & The Four Seasons,0.0588,0.737,0.495,9.12e-06,104.409,0.967
254bXAqt3zP6P50BdQvEsq,Everywhere - 2017 Remaster,spotify:track:254bXAqt3zP6P50BdQvEsq,Fleetwood Mac,0.258,0.73,0.487,0.01,114.965,0.731
4o6BgsqLIBViaGVbx5rbRk,You Make My Dreams (Come True),spotify:track:4o6BgsqLIBViaGVbx5rbRk,Daryl Hall & John Oates,0.234,0.751,0.501,0.112,167.057,0.902
2eF8pWbiivYsYRpbntYsnc,"Signed, Sealed, Delivered (I'm Yours)",spotify:track:2eF8pWbiivYsYRpbntYsnc,Stevie Wonder,0.0534,0.675,0.597,0,108.875,0.828
0bRXwKfigvpKZUurwqAlEh,Lovely Day,spotify:track:0bRXwKfigvpKZUurwqAlEh,Bill Withers,0.292,0.692,0.651,0.00241,97.923,0.706
3zBhihYUHBmGd2bcQIobrF,(Sittin' On) the Dock of the Bay,spotify:track:3zBhihYUHBmGd2bcQIobrF,Otis Redding,0.684,0.769,0.367,1.62e-05,103.621,0.535
6jGnykaS6TkWp15utXSAeI,Come Away With Me,spotify:track:6jGnykaS6TkWp15utXSAeI,Norah Jones,0.902,0.436,0.141,2.81e-06,76.64,0.146
4Hhv2vrOTy89HFRcjU3QOx,At Last,spotify:track:4Hhv2vrOTy89HFRcjU3QOx,Etta James,0.547,0.274,0.348,0.0133,87.43,0.328
63xdwScd1Ai1GigAwQxE8y,Let's Stay Together,spotify:track:63xdwScd1Ai1GigAwQxE8y,Al Green,0.582,0.756,0.401,0.011,101.954,0.514
2kJwzbxV2ppxnQoYw4GLBZ,If the World Was Ending (feat. Julia Michaels),spotify:track:2kJwzbxV2ppxnQoYw4GLBZ,JP Saxe,0.866,0.464,0.473,0,75.801,0.604
4T6FWA703h6H7zk1FoSARw,New Light,spotify:track:4T6FWA703h6H7zk1FoSARw,John Mayer,0.316,0.826,0.694,0.0285,123.932,0.852
4RE3vueod5PL48rvHtuu9C,Peer Pressure,spotify:track:4RE3vueod5PL48rvHtuu9C,James Bay,0.0299,0.631,0.715,0,135.826,0.42
1yTTMcUhL7rtz08Dsgb7Qb,The Bones - with Hozier,spotify:track:1yTTMcUhL7rtz08Dsgb7Qb,Maren Morris,0.286,0.561,0.597,0,76.826,0.355
14kYOiFVPb7E7NfFbqhdln,goodnight n go,spotify:track:14kYOiFVPb7E7NfFbqhdln,Ariana Grande,0.0217,0.708,0.454,0,110.963,0.24
6x6XKEUcCJGUACD4Xh7KuP,Anchor,spotify:track:6x6XKEUcCJGUACD4Xh7KuP,Novo Amor,0.755,0.486,0.356,0.861,117.141,0.111
41CgzGD7xlgnJe14R4cqkL,Paris in the Rain,spotify:track:41CgzGD7xlgnJe14R4cqkL,Lauv,0.771,0.426,0.408,7.88e-06,76.309,0.528
4hQ6UGyWQIGJmHSo0J88JW,Back To You - From 13 Reasons Why – Season 2 Soundtrack,spotify:track:4hQ6UGyWQIGJmHSo0J88JW,Selena Gomez,0.0945,0.601,0.724,1.68e-06,102.061,0.508
2YyvWje3cEYyqgYhNUIaBJ,La Di Da,spotify:track:2YyvWje3cEYyqgYhNUIaBJ,Lennon Stella,0.195,0.689,0.679,0.00111,149.972,0.475
3afkJSKX0EAMsJXTZnDXXJ,Strawberries & Cigarettes,spotify:track:3afkJSKX0EAMsJXTZnDXXJ,Troye Sivan,0.162,0.578,0.537,0,83.909,0.25
4pvb0WLRcMtbPGmtejJJ6y,exile (feat. Bon Iver),spotify:track:4pvb0WLRcMtbPGmtejJJ6y,Taylor Swift,0.778,0.298,0.38,5.62e-05,75.602,0.152
42SOtYBdnfj9zEdZSlAq5k,Finally // beautiful stranger,spotify:track:42SOtYBdnfj9zEdZSlAq5k,Halsey,0.051,0.626,0.55,0,133.976,0.123
3E6iea9uEmB7gRru4lyP6h,Stop This Train,spotify:track:3E6iea9uEmB7gRru4lyP6h,John Mayer,0.465,0.619,0.437,0.00619,89.508,0.408
3SktMqZmo3M9zbB7oKMIF7,Gravity,spotify:track:3SktMqZmo3M9zbB7oKMIF7,John Mayer,0.731,0.753,0.326,0.00131,123.799,0.237
4Q66chx9WzqWcLItXoZ5r4,Cherry Wine - Live,spotify:track:4Q66chx9WzqWcLItXoZ5r4,Hozier,0.953,0.418,0.111,0.00342,82.508,0.228
44alNkXsYnTyPnkMdohBcx,Bloom (Online Bonus Track),spotify:track:44alNkXsYnTyPnkMdohBcx,The Paper Kites,0.894,0.581,0.421,0.000491,95.969,0.433
2jdAk8ATWIL3dwT47XpRfu,Slow Dancing in a Burning Room,spotify:track:2jdAk8ATWIL3dwT47XpRfu,John Mayer,0.575,0.667,0.361,0.00506,134.018,0.29
78Sw5GDo6AlGwTwanjXbGh,Here With Me,spotify:track:78Sw5GDo6AlGwTwanjXbGh,d4vd,0.534,0.574,0.469,9.21e-05,132.023,0.288
6yVSp9H2STyLeOs7pjy2w4,Hands Down,spotify:track:6yVSp9H2STyLeOs7pjy2w4,Dashboard Confessional,0.013,0.463,0.827,2.41e-05,94.035,0.26
6yfGer1TKpxOjhSd5eL0DL,Summer Is for Falling in Love,spotify:track:6yfGer1TKpxOjhSd5eL0DL,Sarah Kang,0.469,0.542,0.417,6.87e-06,75.279,0.279
1YIKZAPGvxT9J928ExjNmj,Stolen Dance - Spotify Sessions,spotify:track:1YIKZAPGvxT9J928ExjNmj,Milky Chance,0.556,0.758,0.451,0.00011,113.994,0.426
0GegHVxeozw3rdjte45Bfx,White Winter Hymnal,spotify:track:0GegHVxeozw3rdjte45Bfx,Fleet Foxes,0.44,0.628,0.5,0,124.932,0.68
0Jc2SfIHv63JNsUZpunh54,"Solar Sailer - From ""TRON: Legacy""/Score",spotify:track:0Jc2SfIHv63JNsUZpunh54,Daft Punk,0.852,0.179,0.167,0.748,124.266,0.0399
7aS8e5XKVWDcbyn06mF9fz,Candles,spotify:track:7aS8e5XKVWDcbyn06mF9fz,Jon Hopkins,0.868,0.298,0.148,0.843,108.658,0.0603
1Qrg8KqiBpW07V7PNxwwwL,Kill Bill,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,SZA,0.0521,0.644,0.735,0.144,88.98,0.418
02HJc2G0BfiJBJhet27Scm,Better Days,spotify:track:02HJc2G0BfiJBJhet27Scm,Birdtalker,0.41,0.536,0.286,0.00671,89.74,0.242
3skn2lauGk7Dx6bVIt5DVj,Starlight,spotify:track:3skn2lauGk7Dx6bVIt5DVj,Muse,0.000436,0.55,0.874,1.02e-05,121.61,0.318
2jpuRZSbcBgm7jgJy3ys3r,Stolen,spotify:track:2jpuRZSbcBgm7jgJy3ys3r,Dashboard Confessional,0.00102,0.444,0.621,0.058,174.029,0.16
1Up4RdOBpChNDytatxKDXP,The Best Of Me,spotify:track:1Up4RdOBpChNDytatxKDXP,The Starting Line,0.001,0.533,0.802,0,106.969,0.293
1AnesEZjtNHT7Nr2Y4BuNR,Hero / Heroine - Original Mix,spotify:track:1AnesEZjtNHT7Nr2Y4BuNR,Boys Like Girls,0.02,0.422,0.904,4.49e-06,163.929,0.32
5bIgzvxvlefRUCQK9JPocF,Garden Song,spotify:track:5bIgzvxvlefRUCQK9JPocF,Phoebe Bridgers,0.856,0.426,0.274,0.00658,100.255,0.169
3Nnm4EROP8wEnMpcmapvLR,So Contagious,spotify:track:3Nnm4EROP8wEnMpcmapvLR,Acceptance,0.133,0.411,0.702,0,178.493,0.407
5xo8RrjJ9CVNrtRg2S3B1R,Motion Sickness,spotify:track:5xo8RrjJ9CVNrtRg2S3B1R,Phoebe Bridgers,0.774,0.651,0.546,0.0437,107.021,0.623
0Jm0RTOlF7DsbQ689QclaF,ICU,spotify:track:0Jm0RTOlF7DsbQ689QclaF,Phoebe Bridgers,0.418,0.511,0.649,0.00569,133.976,0.397
7cpCU3Denug5NGZsSpQl8v,XO,spotify:track:7cpCU3Denug5NGZsSpQl8v,John Mayer,0.749,0.431,0.377,0,173.67,0.353
43xk2HGO76L9CTsfmMO8Od,Your Ex-Lover Is Dead,spotify:track:43xk2HGO76L9CTsfmMO8Od,Stars,0.00314,0.382,0.496,0.0407,153.351,0.335
7hDVYcQq6MxkdJGweuCtl9,ocean eyes,spotify:track:7hDVYcQq6MxkdJGweuCtl9,Billie Eilish,0.816,0.511,0.363,0.0317,144.892,0.169
4BoWM5jPzcJQTOehHM6rd4,Say Less,spotify:track:4BoWM5jPzcJQTOehHM6rd4,Rosie Darling,0.582,0.623,0.389,1.88e-06,128.12,0.182
1jmJHtqll7OoGktgsuENWY,Die For Someone,spotify:track:1jmJHtqll7OoGktgsuENWY,Sam Tompkins,0.051,0.687,0.696,3.77e-05,136.056,0.416
103d0HuDEewGZza0KF3jMd,Landslide (Recorded at Spotify Studios NYC),spotify:track:103d0HuDEewGZza0KF3jMd,The Japanese House,0.783,0.625,0.243,0.000541,75.028,0.352
0vd1IKXI3EQyJUC83CUnz7,Undertow,spotify:track:0vd1IKXI3EQyJUC83CUnz7,Lisa Hannigan,0.959,0.641,0.303,0.00278,97.045,0.267
5LJ4ig9cMvjui3li1mrNRl,Punisher,spotify:track:5LJ4ig9cMvjui3li1mrNRl,Phoebe Bridgers,0.986,0.32,0.227,0.000353,83.912,0.215
6ZzYETKetIfNUsZUb23jgG,Day 1 ◑,spotify:track:6ZzYETKetIfNUsZUb23jgG,HONNE,0.21,0.503,0.581,0.000708,94.555,0.633
